# Generated from Mascinissa/LOOPerSet using generate_looperset_training_data.py
memory_size,loop_depth,total_trip_count,has_parametric_bounds,num_computations,num_reduction_computations,num_buffers,total_accesses,max_access_offset,program_name,target_loop_levels,target_parameters,log_speedup
0.00051116943359375,2,2048.0,0,2,2,2,5,1,function822887,[1],[8],-0.021596
0.00051116943359375,2,2048.0,0,2,2,2,5,1,function822887,[1],[16],0.031688
0.0166015625,3,65536.0,0,1,1,1,3,1,function679087,[2],[4],-0.138255
0.0166015625,3,65536.0,0,1,1,1,3,1,function679087,[2],[8],-0.137322
0.0166015625,3,65536.0,0,1,1,1,3,1,function679087,[2],[16],-0.013898
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[4],0.005460
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[8],-0.003533
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[16],-0.001028
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[4],-0.005783
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[8],-0.008269
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[16],-0.010730
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[4],-0.227558
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[8],-0.254328
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[16],-0.247867
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[4],-0.022963
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[8],-0.000500
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[16],-0.002451
42.69921875,4,1073741824.0,0,2,2,3,6,1,function826747,[3],[4],0.211988
42.69921875,4,1073741824.0,0,2,2,3,6,1,function826747,[3],[8],0.220833
42.69921875,4,1073741824.0,0,2,2,3,6,1,function826747,[3],[16],0.213787
0.025421142578125,3,294912.0,0,1,1,1,10,1,function689973,[2],[4],-0.101355
0.025421142578125,3,294912.0,0,1,1,1,10,1,function689973,[2],[8],-0.122121
0.025421142578125,3,294912.0,0,1,1,1,10,1,function689973,[2],[16],0.175308
0.0634765625,2,8192.0,0,1,1,2,2,0,function704047,[1],[4],-0.123255
0.0634765625,2,8192.0,0,1,1,2,2,0,function704047,[1],[8],-0.122081
0.0634765625,2,8192.0,0,1,1,2,2,0,function704047,[1],[16],-0.119141
64.51470947265625,4,503316480.0,0,1,1,1,7,1,function735427,[3],[4],0.204301
64.51470947265625,4,503316480.0,0,1,1,1,7,1,function735427,[3],[8],0.352648
64.51470947265625,4,503316480.0,0,1,1,1,7,1,function735427,[3],[16],0.430243
6.09375,3,786432.0,0,1,1,2,3,0,function640752,[2],[4],-0.033834
6.09375,3,786432.0,0,1,1,2,3,0,function640752,[2],[8],-0.034815
6.09375,3,786432.0,0,1,1,2,3,0,function640752,[2],[16],0.187295
0.1914215087890625,2,8192.0,0,2,2,5,6,1,function831925,[1],[4],-0.174034
0.1914215087890625,2,8192.0,0,2,2,5,6,1,function831925,[1],[8],-0.200525
0.1914215087890625,2,8192.0,0,2,2,5,6,1,function831925,[1],[16],-0.203788
1.0234375,3,65536.0,0,1,1,4,4,0,function660255,[2],[4],0.329393
1.0234375,3,65536.0,0,1,1,4,4,0,function660255,[2],[8],0.453733
1.0234375,3,65536.0,0,1,1,4,4,0,function660255,[2],[16],0.067688
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[4],-0.134214
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[8],-0.153033
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[16],-0.084874
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[4],-0.081973
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[8],-0.072550
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[16],-0.092701
0.2580566406,3,32768.0,0,1,0,3,3,0,function601583,[2],[4],-0.363771
0.2580566406,3,32768.0,0,1,0,3,3,0,function601583,[2],[8],-0.146915
0.2580566406,3,32768.0,0,1,0,3,3,0,function601583,[2],[16],-0.403018
1.011749267578125,3,67108864.0,0,1,1,1,9,1,function694941,[2],[4],0.041028
1.011749267578125,3,67108864.0,0,1,1,1,9,1,function694941,[2],[8],-0.078954
1.011749267578125,3,67108864.0,0,1,1,1,9,1,function694941,[2],[16],0.048155
0.00830078125,3,32768.0,0,1,1,1,5,1,function700414,[2],[4],-0.632334
0.00830078125,3,32768.0,0,1,1,1,5,1,function700414,[2],[8],-0.463618
0.00830078125,3,32768.0,0,1,1,1,5,1,function700414,[2],[16],-0.560643
280.75,3,18350080.0,0,1,0,2,4,1,function608130,[2],[4],-0.415339
280.75,3,18350080.0,0,1,0,2,4,1,function608130,[2],[8],-0.405191
280.75,3,18350080.0,0,1,0,2,4,1,function608130,[2],[16],-0.411081
0.0002593994140625,2,1024.0,0,1,1,1,3,1,function616462,[1],[4],-0.155376
0.0002593994140625,2,1024.0,0,1,1,1,3,1,function616462,[1],[8],-0.267085
0.0002593994140625,2,1024.0,0,1,1,1,3,1,function616462,[1],[16],-0.312061
1.5234375,3,196608.0,0,1,1,2,2,0,function555301,[2],[4],-0.223824
1.5234375,3,196608.0,0,1,1,2,2,0,function555301,[2],[16],-0.007308
36.08208465576172,2,2359296.0,0,1,1,3,13,1,function700933,[1],[4],0.271375
36.08208465576172,2,2359296.0,0,1,1,3,13,1,function700933,[1],[16],0.437421
0.09670257568359375,2,6144.0,0,2,1,5,7,1,function787328,[1],[4],0.371579
0.09670257568359375,2,6144.0,0,2,1,5,7,1,function787328,[1],[8],-0.020503
0.09670257568359375,2,6144.0,0,2,1,5,7,1,function787328,[1],[16],0.402590
2.0,3,131072.0,0,1,0,2,2,0,function697986,[2],[4],-0.078852
2.0,3,131072.0,0,1,0,2,2,0,function697986,[2],[8],0.023808
2.0,3,131072.0,0,1,0,2,2,0,function697986,[2],[16],-0.058904
0.0002593994140625,2,1024.0,0,1,1,1,3,1,function822501,[1],[4],-0.067037
0.0002593994140625,2,1024.0,0,1,1,1,3,1,function822501,[1],[8],-0.034534
0.0002593994140625,2,1024.0,0,1,1,1,3,1,function822501,[1],[16],-0.011954
0.0342254638671875,2,4096.0,0,1,1,3,14,1,function807077,[1],[4],-0.689248
0.0342254638671875,2,4096.0,0,1,1,3,14,1,function807077,[1],[8],-0.730097
0.0342254638671875,2,4096.0,0,1,1,3,14,1,function807077,[1],[16],-0.100044
1.0322265625,3,131072.0,0,1,1,4,4,0,function713706,[2],[4],-0.110314
1.0322265625,3,131072.0,0,1,1,4,4,0,function713706,[2],[8],0.092183
1.0322265625,3,131072.0,0,1,1,4,4,0,function713706,[2],[16],0.088188
4.03125,3,524288.0,0,1,1,2,3,0,function608030,[2],[4],-0.423929
4.03125,3,524288.0,0,1,1,2,3,0,function608030,[2],[8],-0.546667
4.03125,3,524288.0,0,1,1,2,3,0,function608030,[2],[16],0.043913
0.03125,2,2048.0,0,1,0,2,2,0,function604003,[1],[4],0.810452
0.03125,2,2048.0,0,1,0,2,2,0,function604003,[1],[8],0.254598
0.03125,2,2048.0,0,1,0,2,2,0,function604003,[1],[16],0.928474
3.046875,3,196608.0,0,1,1,3,3,0,function661009,[2],[4],-0.028072
3.046875,3,196608.0,0,1,1,3,3,0,function661009,[2],[8],0.070676
3.046875,3,196608.0,0,1,1,3,3,0,function661009,[2],[16],-0.030698
4.03125,4,67108864.0,0,1,1,3,4,0,function600067,[3],[4],-0.131066
4.03125,4,67108864.0,0,1,1,3,4,0,function600067,[3],[8],-0.244359
4.03125,4,67108864.0,0,1,1,3,4,0,function600067,[3],[16],-0.129148
0.0157470703125,2,2048.0,0,1,1,2,2,0,function663639,[1],[4],-0.501030
0.0157470703125,2,2048.0,0,1,1,2,2,0,function663639,[1],[8],-0.523435
0.0157470703125,2,2048.0,0,1,1,2,2,0,function663639,[1],[16],-0.516691
0.03372955322265625,2,4096.0,0,2,1,2,8,1,function785332,[1],[4],0.033276
0.03372955322265625,2,4096.0,0,2,1,2,8,1,function785332,[1],[8],0.413283
0.03372955322265625,2,4096.0,0,2,1,2,8,1,function785332,[1],[16],0.405268
0.287139892578125,3,2359296.0,0,1,1,1,14,1,function731669,[2],[4],0.140722
0.287139892578125,3,2359296.0,0,1,1,1,14,1,function731669,[2],[8],0.212634
0.287139892578125,3,2359296.0,0,1,1,1,14,1,function731669,[2],[16],0.250672
1.015625,3,131072.0,0,1,1,2,2,0,function692340,[2],[4],-0.494929
1.015625,3,131072.0,0,1,1,2,2,0,function692340,[2],[8],-0.567157
1.015625,3,131072.0,0,1,1,2,2,0,function692340,[2],[16],-0.077481
0.5322265625,3,65536.0,0,1,0,2,3,1,function678784,[2],[4],-0.309999
0.5322265625,3,65536.0,0,1,0,2,3,1,function678784,[2],[8],-0.311816
0.5322265625,3,65536.0,0,1,0,2,3,1,function678784,[2],[16],-0.312305
1.5,3,196608.0,0,1,0,1,1,0,function653536,[2],[4],-0.175926
1.5,3,196608.0,0,1,0,1,1,0,function653536,[2],[8],-0.280169
1.5,3,196608.0,0,1,0,1,1,0,function653536,[2],[16],0.077090
6.0,3,786432.0,0,1,0,1,1,0,function666271,[2],[4],0.124529
6.0,3,786432.0,0,1,0,1,1,0,function666271,[2],[8],0.101003
6.0,3,786432.0,0,1,0,1,1,0,function666271,[2],[16],0.096469
0.0954742431640625,2,12288.0,0,1,1,2,4,1,function805174,[1],[4],-0.003587
0.0954742431640625,2,12288.0,0,1,1,2,4,1,function805174,[1],[8],0.003242
0.0954742431640625,2,12288.0,0,1,1,2,4,1,function805174,[1],[16],0.072811
0.1904296875,2,24576.0,0,1,0,2,2,0,function734289,[1],[4],-0.266967
0.1904296875,2,24576.0,0,1,0,2,2,0,function734289,[1],[8],0.060273
0.1904296875,2,24576.0,0,1,0,2,2,0,function734289,[1],[16],0.056711
0.023681640625,2,3072.0,0,1,1,2,2,0,function661830,[1],[4],-0.445427
0.023681640625,2,3072.0,0,1,1,2,2,0,function661830,[1],[8],-0.634243
0.023681640625,2,3072.0,0,1,1,2,2,0,function661830,[1],[16],-0.451109
15.0,3,150994944.0,0,2,2,6,6,0,function775480,[2],[4],-0.176804
15.0,3,150994944.0,0,2,2,6,6,0,function775480,[2],[8],-0.154999
15.0,3,150994944.0,0,2,2,6,6,0,function775480,[2],[16],-0.152419
0.21923828125,2,28672.0,0,1,1,2,2,0,function680807,[1],[4],-0.051048
0.21923828125,2,28672.0,0,1,1,2,2,0,function680807,[1],[8],-0.057089
0.21923828125,2,28672.0,0,1,1,2,2,0,function680807,[1],[16],-0.053335
2.370391845703125,3,294912.0,0,1,1,2,10,1,function660538,[2],[4],0.257077
2.370391845703125,3,294912.0,0,1,1,2,10,1,function660538,[2],[8],0.165635
2.370391845703125,3,294912.0,0,1,1,2,10,1,function660538,[2],[16],0.205725
0.283172607421875,3,24576.0,0,4,1,9,13,1,function1211037,[1],[4],-0.136967
0.283172607421875,3,24576.0,0,4,1,9,13,1,function1211037,[1],[8],-0.245591
0.283172607421875,3,24576.0,0,4,1,9,13,1,function1211037,[1],[16],-0.048438
32.75,3,4194304.0,0,1,1,3,3,1,function647847,[2],[4],-0.292410
32.75,3,4194304.0,0,1,1,3,3,1,function647847,[2],[8],-0.337489
32.75,3,4194304.0,0,1,1,3,3,1,function647847,[2],[16],-0.022500
0.03125,3,65536.0,0,1,1,2,3,0,function678110,[2],[4],-0.411037
0.03125,3,65536.0,0,1,1,2,3,0,function678110,[2],[8],-0.179489
0.03125,3,65536.0,0,1,1,2,3,0,function678110,[2],[16],0.030223
0.0009918212890625,2,16384.0,0,1,1,1,3,1,function789591,[1],[4],-0.135622
0.0009918212890625,2,16384.0,0,1,1,1,3,1,function789591,[1],[8],-0.471780
0.0009918212890625,2,16384.0,0,1,1,1,3,1,function789591,[1],[16],-0.065704
0.2578125,3,32768.0,0,1,1,2,2,0,function664058,[2],[4],-0.222075
0.2578125,3,32768.0,0,1,1,2,2,0,function664058,[2],[8],-0.237368
0.2578125,3,32768.0,0,1,1,2,2,0,function664058,[2],[16],-0.178471
0.024658203125,2,3072.0,0,1,1,4,4,0,function551888,[1],[4],0.161401
0.024658203125,2,3072.0,0,1,1,4,4,0,function551888,[1],[8],0.221897
0.024658203125,2,3072.0,0,1,1,4,4,0,function551888,[1],[16],0.220730
0.016876220703125,3,32768.0,0,1,1,2,12,1,function665683,[2],[4],-0.010126
0.016876220703125,3,32768.0,0,1,1,2,12,1,function665683,[2],[8],0.130149
0.016876220703125,3,32768.0,0,1,1,2,12,1,function665683,[2],[16],0.106994
0.0244140625,2,3072.0,0,1,1,3,3,0,function613636,[1],[4],-0.094918
0.0244140625,2,3072.0,0,1,1,3,3,0,function613636,[1],[8],-0.004239
0.0244140625,2,3072.0,0,1,1,3,3,0,function613636,[1],[16],-0.091229
3.175323486328125,3,393216.0,0,1,1,2,10,1,function702680,[2],[4],-0.368765
3.175323486328125,3,393216.0,0,1,1,2,10,1,function702680,[2],[8],-0.342355
3.175323486328125,3,393216.0,0,1,1,2,10,1,function702680,[2],[16],-0.342677
1.515655517578125,3,251658240.0,0,1,1,1,9,1,function622398,[2],[4],0.215711
1.515655517578125,3,251658240.0,0,1,1,1,9,1,function622398,[2],[8],0.363779
1.515655517578125,3,251658240.0,0,1,1,1,9,1,function622398,[2],[16],0.444544
0.00439453125,3,512.0,0,3,1,8,11,1,function019528,[1],[4],-0.357311
0.00439453125,3,512.0,0,3,1,8,11,1,function019528,[1],[8],-0.196710
0.00439453125,3,512.0,0,3,1,8,11,1,function019528,[1],[16],-0.117901
5.027374267578125,3,167772160.0,0,1,1,1,9,1,function641881,[2],[4],0.430892
5.027374267578125,3,167772160.0,0,1,1,1,9,1,function641881,[2],[8],1.284511
5.027374267578125,3,167772160.0,0,1,1,1,9,1,function641881,[2],[16],0.430833
1.046875,3,131072.0,0,1,1,3,3,0,function679301,[2],[4],0.013525
1.046875,3,131072.0,0,1,1,3,3,0,function679301,[2],[8],-0.013378
1.046875,3,131072.0,0,1,1,3,3,0,function679301,[2],[16],-0.164773
100.0,3,6553600.0,0,1,0,2,3,0,function707748,[2],[4],0.028590
100.0,3,6553600.0,0,1,0,2,3,0,function707748,[2],[8],-0.019899
100.0,3,6553600.0,0,1,0,2,3,0,function707748,[2],[16],-0.012684
29.51953125,3,402653184.0,0,2,2,4,6,1,function785922,[2],[4],0.656541
29.51953125,3,402653184.0,0,2,2,4,6,1,function785922,[2],[8],0.657087
29.51953125,3,402653184.0,0,2,2,4,6,1,function785922,[2],[16],0.654379
0.176055908203125,3,41943040.0,0,1,1,1,10,1,function671078,[2],[4],-0.124214
0.176055908203125,3,41943040.0,0,1,1,1,10,1,function671078,[2],[8],-0.118787
0.176055908203125,3,41943040.0,0,1,1,1,10,1,function671078,[2],[16],0.027941
0.06298828125,2,8192.0,0,1,1,2,2,0,function607104,[1],[4],-1.336608
0.06298828125,2,8192.0,0,1,1,2,2,0,function607104,[1],[8],-1.111895
0.06298828125,2,8192.0,0,1,1,2,2,0,function607104,[1],[16],-0.185381
0.0024566650390625,2,20480.0,0,1,1,1,4,1,function819967,[1],[4],0.097869
0.0024566650390625,2,20480.0,0,1,1,1,4,1,function819967,[1],[8],0.099051
0.0024566650390625,2,20480.0,0,1,1,1,4,1,function819967,[1],[16],0.106259
3.0,3,131072.0,0,1,0,3,2,0,function670224,[2],[4],-0.076198
3.0,3,131072.0,0,1,0,3,2,0,function670224,[2],[8],-0.062037
3.0,3,131072.0,0,1,0,3,2,0,function670224,[2],[16],-0.031934
0.0244293212890625,2,3072.0,0,1,1,2,4,1,function648539,[1],[4],-0.303893
0.0244293212890625,2,3072.0,0,1,1,2,4,1,function648539,[1],[8],-0.278210
0.0244293212890625,2,3072.0,0,1,1,2,4,1,function648539,[1],[16],-0.070483
6.301300048828125,3,786432.0,0,1,0,2,9,1,function647239,[2],[4],-0.655686
6.301300048828125,3,786432.0,0,1,0,2,9,1,function647239,[2],[8],-0.645865
6.301300048828125,3,786432.0,0,1,0,2,9,1,function647239,[2],[16],-0.414702
0.5039138793945312,2,65536.0,0,1,1,2,3,1,function820577,[1],[4],-0.439269
0.5039138793945312,2,65536.0,0,1,1,2,3,1,function820577,[1],[8],-0.301070
0.5039138793945312,2,65536.0,0,1,1,2,3,1,function820577,[1],[16],-0.161321
2.0078277587890625,2,262144.0,0,2,1,2,6,1,function763994,[1],[4],-0.115026
2.0078277587890625,2,262144.0,0,2,1,2,6,1,function763994,[1],[8],-0.115702
2.0078277587890625,2,262144.0,0,2,1,2,6,1,function763994,[1],[16],-0.115932
3.4456787109375,3,442368.0,0,1,1,3,3,0,function606358,[2],[4],-0.006323
3.4456787109375,3,442368.0,0,1,1,3,3,0,function606358,[2],[8],-0.177025
3.4456787109375,3,442368.0,0,1,1,3,3,0,function606358,[2],[16],-0.003923
0.75,3,98304.0,0,1,0,1,1,0,function708903,[2],[4],-0.171341
0.75,3,98304.0,0,1,0,1,1,0,function708903,[2],[8],-0.032482
0.75,3,98304.0,0,1,0,1,1,0,function708903,[2],[16],0.073219
32.03126525878906,2,4194304.0,0,1,1,2,4,1,function816158,[1],[4],0.102578
32.03126525878906,2,4194304.0,0,1,1,2,4,1,function816158,[1],[8],0.102421
32.03126525878906,2,4194304.0,0,1,1,2,4,1,function816158,[1],[16],0.101799
24.75,3,3145728.0,0,1,1,3,3,0,function688521,[2],[4],0.001748
24.75,3,3145728.0,0,1,1,3,3,0,function688521,[2],[8],0.115307
24.75,3,3145728.0,0,1,1,3,3,0,function688521,[2],[16],0.259653
0.265869140625,3,32768.0,0,1,1,3,3,1,function550464,[2],[4],-0.108653
0.265869140625,3,32768.0,0,1,1,3,3,1,function550464,[2],[8],-0.124064
0.265869140625,3,32768.0,0,1,1,3,3,1,function550464,[2],[16],-0.112119
1.03125,3,131072.0,0,1,1,2,2,0,function705041,[2],[4],-0.213103
1.03125,3,131072.0,0,1,1,2,2,0,function705041,[2],[8],-0.130229
1.03125,3,131072.0,0,1,1,2,2,0,function705041,[2],[16],-0.010328
40.125,3,5242880.0,0,1,0,2,3,0,function555484,[2],[4],-0.082188
40.125,3,5242880.0,0,1,0,2,3,0,function555484,[2],[8],-0.100509
40.125,3,5242880.0,0,1,0,2,3,0,function555484,[2],[16],-0.036294
1.06298828125,3,131072.0,0,1,1,2,4,1,function640707,[2],[4],-0.495433
1.06298828125,3,131072.0,0,1,1,2,4,1,function640707,[2],[8],-0.599124
1.06298828125,3,131072.0,0,1,1,2,4,1,function640707,[2],[16],-0.579884
0.548095703125,3,32768.0,0,1,0,2,11,1,function677873,[2],[4],-0.339448
0.548095703125,3,32768.0,0,1,0,2,11,1,function677873,[2],[8],-0.647716
0.548095703125,3,32768.0,0,1,0,2,11,1,function677873,[2],[16],-0.113249
0.5796585083007812,2,24576.0,0,2,1,5,13,1,function770662,[1],[4],0.169333
0.5796585083007812,2,24576.0,0,2,1,5,13,1,function770662,[1],[8],0.189751
0.5796585083007812,2,24576.0,0,2,1,5,13,1,function770662,[1],[16],0.177108
4.25,4,524288.0,0,1,1,2,2,0,function617752,[3],[4],-0.127455
4.25,4,524288.0,0,1,1,2,2,0,function617752,[3],[8],0.101236
0.062835693359375,3,256.0,0,6,4,15,19,1,function1153843,[1],[4],-0.215929
0.062835693359375,3,256.0,0,6,4,15,19,1,function1153843,[1],[8],-0.214070
0.062835693359375,3,256.0,0,6,4,15,19,1,function1153843,[1],[16],-0.242313
9.041061401367188,2,589824.0,0,2,1,3,7,1,function834429,[1],[4],-0.284520
9.041061401367188,2,589824.0,0,2,1,3,7,1,function834429,[1],[8],-0.595743
9.041061401367188,2,589824.0,0,2,1,3,7,1,function834429,[1],[16],-0.455703
3.019561767578125,3,50331648.0,0,1,1,2,12,1,function811939,[2],[4],0.010504
3.019561767578125,3,50331648.0,0,1,1,2,12,1,function811939,[2],[8],0.010036
3.019561767578125,3,50331648.0,0,1,1,2,12,1,function811939,[2],[16],0.005842
0.0009765625,2,4096.0,0,1,1,2,3,0,function795417,[1],[4],-1.516868
0.0009765625,2,4096.0,0,1,1,2,3,0,function795417,[1],[8],-0.059189
0.0009765625,2,4096.0,0,1,1,2,3,0,function795417,[1],[16],-0.066822
0.758056640625,3,98304.0,0,1,1,3,3,0,function652918,[2],[4],0.020735
0.758056640625,3,98304.0,0,1,1,3,3,0,function652918,[2],[8],-0.047246
0.758056640625,3,98304.0,0,1,1,3,3,0,function652918,[2],[16],0.044805
48.53173828125,4,301989888.0,0,2,2,3,6,1,function780038,[3],[4],0.339431
48.53173828125,4,301989888.0,0,2,2,3,6,1,function780038,[3],[8],0.339281
48.53173828125,4,301989888.0,0,2,2,3,6,1,function780038,[3],[16],0.339459
48.53173828125,4,301989888.0,0,2,2,3,6,1,function780038,[3],[4],0.339325
48.53173828125,4,301989888.0,0,2,2,3,6,1,function780038,[3],[8],0.339277
48.53173828125,4,301989888.0,0,2,2,3,6,1,function780038,[3],[16],0.339463
145.314453125,3,9437184.0,0,2,2,4,6,1,function775977,[2],[4],0.253411
145.314453125,3,9437184.0,0,2,2,4,6,1,function775977,[2],[8],0.241260
145.314453125,3,9437184.0,0,2,2,4,6,1,function775977,[2],[16],0.499952
0.008819580078125,2,1024.0,0,1,0,1,9,1,function652526,[1],[4],0.425718
0.008819580078125,2,1024.0,0,1,0,1,9,1,function652526,[1],[8],0.619174
0.008819580078125,2,1024.0,0,1,0,1,9,1,function652526,[1],[16],0.601091
0.381866455078125,3,3145728.0,0,1,1,1,9,1,function681149,[2],[4],0.189971
0.381866455078125,3,3145728.0,0,1,1,1,9,1,function681149,[2],[8],0.282715
0.381866455078125,3,3145728.0,0,1,1,1,9,1,function681149,[2],[16],0.331828
0.00244140625,2,16384.0,0,1,1,2,2,0,function698494,[1],[4],-0.610431
0.00244140625,2,16384.0,0,1,1,2,2,0,function698494,[1],[8],-0.203659
0.00244140625,2,16384.0,0,1,1,2,2,0,function698494,[1],[16],-0.597558
